ID,Author,Comment
194,@gustavomolinamendez2212,Mira que lo hacen trabajar al Sr. Zeta. No le dan descanso.
195,@elrincondelderecho,"El Presidente de la República y el ministro del Interior no están a la altura de la circunstancia, representan al Estado, no a sus amigos."
196,@carlosalvarez7754,"Gracias zintv por refrescar la memoria reciente , que los medios nos tratan de borrar permanentemente."
197,@irmavazquez6035,la verdad que había perdido la fe en la justicia  pero esta fiscal tuvo ovarios para seguir contra todos
198,@user-ml6mo1df8k,Lo únicos que alguna vez tuvieron dudas de la veracidad de las denuncias fueron los “amigos” que peculiar….
199,@richardnoble6904,FELICITACIONES A TODAS LAS PERSONAS QUE ESTAN HACIENDO BIEN SU TRABAJO A PESAR DE LAS PRESIONES DEL GOBIERNO!!!
200,@mojo8656,"Pobre Luisito, otro amigo que resulta ser tremendo bandido"
201,@gabrielalcantaro91,"Lo que tendría que seguir es que el presidente le pida la renuncia a Heber, sería lo más lógico en un gobierno serio. Bueno, en un gobierno serio"
202,@silvitaladas5951,"Hasta Lacalle Pou debería ir preso  por defender antes de la causa,ni q hablar Heber no?!..  pero claro....en Florida así la pasan bomba!!! Junto con Atesiano...de fiesta en fiesta....felicito a la fiscal Ghione!! Si fossati hubiera tenido un cachito de ética y profesionalidad como está fiscal otro gallo hubiera cantado."
203,@gabrielvigo8955,Era hora que por lo menos uno este preso tendrían que acompañarlo unos cuantos mas
204,@Beltrame72,Sin palabras Eso que dice Lacalle de “a quien le tengo que creer?” Es lamentable  Es triste que se lo dejen pasar gratuitamente en otros medios  Quien le pidió que tiene que creerle a alguien? Es tan ignorante o tan cínico?
205,@p.s.a.,"Prisión ,como cualquier hijo de vecino,así tendría que ser ! JUSTICIA"
206,@judiacosta7948,Pobre Luis se ha quedado sin esposa sin ministros sin jefe de seguridad y ahora amigo de treinta años . Barajar y dar de nuevo .
207,@juancarlosducanbarbosa4705,"En toda actividad lo que diferencia a unos de otros es la ética,  la profesionalidad y la voluntad de hacer bien su trabajo sea cual sea, esta fiscal y su equipo es un ejemplo, muuyy distinto del ridículo que hizo la Fossati en el caso Astesiano"
208,@raysoto2188,Che y los que salieron públicamente a desmentir todo esto. Tienen que ser juzgados!!!
209,@Maria-ft9uz,"Escuchando de policías , jefes involucrados, pregunto , qué pasó con el adolescente de 17 años muerto a balazos que era otro de los acusadores o testigos, quién lo mató?"
210,@SandraSanchez-gw9sd,Me quedo tranquila no todos los fiscales son corruptos y actúan con la impunidad que lo hizo Fossati
211,@MrOrsiw,"La LUC que el votó dice que los delitos sexuales se pagan con cárcel. Pero como hemos visto en todo el proceso es protegido por ministros y el propio Presidente, así que capaz que por la presión o el sobre peso no va a prisión,  terrible el delincuente!!!"
212,@walternunez9293,"En razón de la fuga de traficantes alegando temas de salud.el ministro dijo y recalco que el sistema carcelario tiene medios para que se puedan atender. Supongo que la juega tendrá esto en consideración para no darle tobilleras a penades, además está mente en la calle es capas de ultimar a las víctimas el solo echo de estar libre originaria más problemas xicoemosionales a las bictimas.( cárcel efectiva es lo que corresponde)"
213,@verlalos,Es increíble la muy baja autocrítica y de aprendizaje que tienen las autoridades actuales de este país. No llama la atención ahora la no resolución del caso de la violación en la fiesta y otras cosas
214,@ozurumi,Cuando van a entender que los 180 dias es de prisión preventiva mientras se procesa el caso. Buen video Z
215,@p.s.a.,"Está, metido desde Heber y el director del comcar ,esto ya rebasa los límites!!"
216,@silvianobel5013,"Me preocupa más, que los amigos no lo dejen solos. Porque "" los amigos son los amigos"""
217,@albertotechera8983,Este gobierno tiene el delito qué se puedan imaginar....muy completos y cómo siempre derramando intelecto... gracias a los que los votaron...son responsables también...
218,@nairbarrios5967,Vergüenza por parte de los políticos. !!!
219,@esperanzaandrade5104,"Si son amigos de la.vida ,como dicen, deben saber bien en que andaba ' el amigo"" hay cosas que no se pueden icultar durante tanto tiempo"
220,@federicobarboza3632,Juicio político al presidente ya!
221,@J.L.Torrente,Mi reconocimiento a Richard Galeano y equipo De HLQP por darle voz y  públicamente que denuncie la  víctima que destapó  la olla
222,@gonzalomauttones5093,"Lamentable que un Político use el Poder para cometer estos delitos aberrantes, y también Lamentable que el Presidente del país y parte del gobierno salgan apoyar a Penades. Y esta gente está cargo de un país y nos gobierna y decide sobre nosotros"
223,@ilianaiglesias8931,VERGONZOSO todos los delitos y peor aún el respaldo del Min .del Interior dentro del Parlamento y del mismísimo Presidente.LO APAÑÓ LA MÁXIMA INSTITUCIONALIDAD DE UN PAÍS.
224,@J.L.Torrente,La ley de  hermandad que existe para mantener el poder es absolutamente repudiable
225,@gemaborche9580,En un país normal todo el gobierno debería renunciar y muchos de ellos directo al Comcar.
226,@Marcelo-garcia2011,"Increíble, sólo en este país suceden estas cosas. Es todo muy grave y sin embargo todos seguimos callados...hasta cuándo?  (dijera nuestro amigo)"
227,@blancaroda1618,La prisión preventiva esta bien ..aun falta el juicio oral que puede durar un largo tiempo!!destaco la actualización de la fiscal que no dejó nada al azar y le ató las manos a los amigos del senador que planeaban una trama de mentiras y amenazas contra las victimas
228,@jorgegallo6460,"En un pais normal el ministro hace rato que habia volado. Pero nosotros como pais, de normal, cada vez tenemos menos."
229,@gustavollanes3528,"La justicia, exsiste, el fiscal incorruptible "
230,@nestorbustamante3461,Felicitaciones a esa valiente fiscal q laburo muchas horas y no cedió a las tremendas presiones del poder Todo era defender al AMIGO q los miraba a los ojos y hacia conferencia prensa en el parlamento.... ambos deben terminar PRESOS PRESOOOOS
231,@lauraramilo4568,Cero vergüenza; corruptos hasta las manos. Felicitaciones a la gente de Galeano que le dio voz a Papaso.
232,@ReinosaDario,Es un alivio.  Ya estábamos en el límite de la credibilidad en la justicia.  Quedan jueces y fiscales honestos y valientes.  Creí que se habían extinguido.
233,@MrsMicro84,Madrugó el señor Z! Me da cierto reconfort y sensación de justicia que el delincuente de Penades vaya preso
234,@gustavomolinamendez2212,Mira que lo hacen trabajar al Sr. Zeta. No le dan descanso.
235,@elrincondelderecho,"El Presidente de la República y el ministro del Interior no están a la altura de la circunstancia, representan al Estado, no a sus amigos."
236,@carlosalvarez7754,"Gracias zintv por refrescar la memoria reciente , que los medios nos tratan de borrar permanentemente."
237,@irmavazquez6035,la verdad que había perdido la fe en la justicia  pero esta fiscal tuvo ovarios para seguir contra todos
238,@user-ml6mo1df8k,Lo únicos que alguna vez tuvieron dudas de la veracidad de las denuncias fueron los “amigos” que peculiar….
239,@richardnoble6904,FELICITACIONES A TODAS LAS PERSONAS QUE ESTAN HACIENDO BIEN SU TRABAJO A PESAR DE LAS PRESIONES DEL GOBIERNO!!!
240,@mojo8656,"Pobre Luisito, otro amigo que resulta ser tremendo bandido"
241,@gabrielalcantaro91,"Lo que tendría que seguir es que el presidente le pida la renuncia a Heber, sería lo más lógico en un gobierno serio. Bueno, en un gobierno serio"
242,@silvitaladas5951,"Hasta Lacalle Pou debería ir preso  por defender antes de la causa,ni q hablar Heber no?!..  pero claro....en Florida así la pasan bomba!!! Junto con Atesiano...de fiesta en fiesta....felicito a la fiscal Ghione!! Si fossati hubiera tenido un cachito de ética y profesionalidad como está fiscal otro gallo hubiera cantado."
243,@gabrielvigo8955,Era hora que por lo menos uno este preso tendrían que acompañarlo unos cuantos mas
244,@Beltrame72,Sin palabras Eso que dice Lacalle de “a quien le tengo que creer?” Es lamentable  Es triste que se lo dejen pasar gratuitamente en otros medios  Quien le pidió que tiene que creerle a alguien? Es tan ignorante o tan cínico?
245,@p.s.a.,"Prisión ,como cualquier hijo de vecino,así tendría que ser ! JUSTICIA"
246,@judiacosta7948,Pobre Luis se ha quedado sin esposa sin ministros sin jefe de seguridad y ahora amigo de treinta años . Barajar y dar de nuevo .
247,@juancarlosducanbarbosa4705,"En toda actividad lo que diferencia a unos de otros es la ética,  la profesionalidad y la voluntad de hacer bien su trabajo sea cual sea, esta fiscal y su equipo es un ejemplo, muuyy distinto del ridículo que hizo la Fossati en el caso Astesiano"
248,@raysoto2188,Che y los que salieron públicamente a desmentir todo esto. Tienen que ser juzgados!!!
249,@Maria-ft9uz,"Escuchando de policías , jefes involucrados, pregunto , qué pasó con el adolescente de 17 años muerto a balazos que era otro de los acusadores o testigos, quién lo mató?"
250,@SandraSanchez-gw9sd,Me quedo tranquila no todos los fiscales son corruptos y actúan con la impunidad que lo hizo Fossati
251,@MrOrsiw,"La LUC que el votó dice que los delitos sexuales se pagan con cárcel. Pero como hemos visto en todo el proceso es protegido por ministros y el propio Presidente, así que capaz que por la presión o el sobre peso no va a prisión,  terrible el delincuente!!!"
252,@walternunez9293,"En razón de la fuga de traficantes alegando temas de salud.el ministro dijo y recalco que el sistema carcelario tiene medios para que se puedan atender. Supongo que la juega tendrá esto en consideración para no darle tobilleras a penades, además está mente en la calle es capas de ultimar a las víctimas el solo echo de estar libre originaria más problemas xicoemosionales a las bictimas.( cárcel efectiva es lo que corresponde)"
253,@verlalos,Es increíble la muy baja autocrítica y de aprendizaje que tienen las autoridades actuales de este país. No llama la atención ahora la no resolución del caso de la violación en la fiesta y otras cosas
254,@ozurumi,Cuando van a entender que los 180 dias es de prisión preventiva mientras se procesa el caso. Buen video Z
255,@p.s.a.,"Está, metido desde Heber y el director del comcar ,esto ya rebasa los límites!!"
256,@silvianobel5013,"Me preocupa más, que los amigos no lo dejen solos. Porque "" los amigos son los amigos"""
257,@albertotechera8983,Este gobierno tiene el delito qué se puedan imaginar....muy completos y cómo siempre derramando intelecto... gracias a los que los votaron...son responsables también...
258,@nairbarrios5967,Vergüenza por parte de los políticos. !!!
259,@esperanzaandrade5104,"Si son amigos de la.vida ,como dicen, deben saber bien en que andaba ' el amigo"" hay cosas que no se pueden icultar durante tanto tiempo"
260,@federicobarboza3632,Juicio político al presidente ya!
261,@Inteligencia-Humana,Lacalle Pou nunca termina de conocer a la gente. Sus amigos le ocultan cosas. Debe estar más desorientado que la Doris de Nemo. Pobrecito inocente de él.
262,@erikfrndz7477,"ZETAAA SE TE ESCAPO LA TORTUGA!! No pusiste cuando termina de hablar y le.preguntan ""niega rotundamente??"" Y contesta ""NO!!"" JAJAJA "
263,@carlosandresgentilealvarez9189,"No sólo abusaron de las víctimas sino que también quieren ensuciarlas inventando que han difamado, son impresentables totalmente"
264,@Diego-ts6sl,Felicidades a la fiscal y a su equipo... un trabajo perfecto todavía ahí algún fiscal que hace el trabajo como debe de ser  marche preso violín
265,@MLLA-qc6ng,"Hicieron lo imposible, por tapar y esconder las barbaridades que hizo este tipo. Y no pudieron.  Es imposible creer que sus ""amigos"", no estaban al tanto de tanta aberración. Hasta el Policía de Maldonado, debe sentir, de q por fin, se hizo justicia, después de ser pisoteado."
266,@agustinolivera3335,"Los mejores cinco años , por favor que mafia!!! Dios nos libre de esto."
267,@nildaangelamarquez,"Penadés, estaba tranquilo con que con las influencias que tenía, podía zafar con comodidad. Pero no lo pudieron ayudar porque ya sería demasiado, con lo de Astesiano, lo de Marset, lo del puerto, y todo lo demás a cuestas, ya era demasiado. Habrán dicho: tenemos que sacrificar a Penadés porque si no, nos vamos al tacho. Y allá marchó, a donde no se lo esperaba. Felicito a la fiscal, que no se amilanó frente al poder, que agrega su granito de arena para que podamos seguir creyendo en la justicia. Protegió a las víctimas contra viento y marea cuando todos esos buitres pedían verles las caras y saber sus nombres. Movieron influencias para salvar al degenerado a cómo diera lugar. El mismo Penadés usó sus recursos y conocimientos para tratar de salvarse, pero no lo logró. Los dos degenerados fueron a la cárcel, porque el tal Mauvecin es también un degenerado al servicio de otro degenerado, proveyendo víctimas al tal ex senador. Vaya uno a saber cuántas víctimas más habrá, que no se animaron a declarar, por miedo o por vergüenza. Ahora están en la cárcel de Florida. Penadés pide prisión domiciliaria y quizá la consiga, debido a sus amistades. Después aparecerá otro Mauvecin, que le lleve los menores a domicilio, porque el degeneramiento, no lo va a perder de un día para otro"
268,@Marianela404,Presidente: estamos con hipotermia. Permítanos una frazadita
